binary,complex
"[1, 0, 1, 0]",(2.8158283366116743+3.539952346465868j)
"[1, 1, 0, 1]",(1.431220341757631-1.4897073999284742j)
"[0, 0, 1, 1]",(-2.95044670853104+1.1071870377141928j)
"[1, 0, 1, 0]",(3.0491573671429424+2.344036360877481j)
"[1, 0, 0, 1]",(3.4613217119007578-0.577899523446783j)
"[1, 1, 1, 0]",(1.1260283912813434+2.6799772591518316j)
"[0, 1, 0, 0]",(-1.7972398747098683-3.0077512753922973j)
"[0, 1, 0, 0]",(-1.0579693572750952-2.4582771969413444j)
"[0, 1, 1, 0]",(-0.6409726854611648+3.038700462369658j)
"[1, 1, 1, 0]",(1.2211975997134+3.9271269916376044j)
"[1, 0, 0, 1]",(2.9331816100887713-1.8917790335767126j)
"[1, 0, 0, 1]",(3.118927114843652-0.9078835215311971j)
"[0, 0, 0, 0]",(-2.965684004648726-3.0152895045773445j)
"[0, 1, 1, 1]",(-0.7946635821954645+1.3088551250321994j)
"[0, 0, 1, 1]",(-3.425130066178602+0.838063057615255j)
"[1, 1, 0, 1]",(1.602467303433785-0.788092295094234j)
"[1, 0, 1, 0]",(2.027414004472762+3.174363816751724j)
"[0, 1, 1, 1]",(-0.8621538878821642+0.512150948217367j)
"[1, 1, 0, 0]",(1.7300242201601392-2.2426950529618215j)
"[1, 0, 1, 0]",(2.752046669928104+3.3138260999021343j)
"[0, 1, 1, 1]",(-0.8227793346444767+0.8939462312496625j)
"[0, 1, 1, 0]",(-1.2558337663989576+3.182148696109905j)
"[1, 1, 0, 0]",(1.4845464301757065-2.4035986939646685j)
"[0, 0, 1, 0]",(-2.8039051126472163+2.69425036321291j)
"[1, 1, 1, 1]",(0.866052601110489+0.5549705466272339j)
"[1, 1, 0, 0]",(1.8997900900354083-2.504803161700101j)
"[1, 0, 0, 1]",(3.4221034827624557-0.8148981361823149j)
"[0, 1, 1, 1]",(-0.3264080125888913+0.6010965981559486j)
"[0, 0, 0, 0]",(-3.3153874132788355-3.286276971933241j)
"[0, 0, 1, 1]",(-3.3934613856165354+0.7844270883717975j)
"[1, 1, 0, 0]",(1.147559620719617-3.7830648140671705j)
"[1, 1, 1, 0]",(0.6741509140525715+2.9170023079029535j)
"[1, 0, 0, 0]",(3.6369853827809453-3.1104018152042774j)
"[1, 1, 0, 1]",(1.2345423467349155-0.6571722384124626j)
"[1, 0, 1, 1]",(3.033499086294983+1.3083852883092981j)
"[0, 0, 0, 1]",(-2.770344256309493-1.094235345724027j)
"[0, 1, 1, 0]",(-1.082345584527233+2.789994353016031j)
"[1, 1, 1, 1]",(1.2835006202283012+1.1986702917068537j)
"[0, 1, 0, 1]",(-0.6698745534488948-1.4928381768739656j)
"[0, 1, 1, 1]",(-0.39993921741716776+1.2788606473767268j)
"[0, 1, 0, 1]",(-1.66111806334517-1.4559876400846052j)
"[1, 0, 0, 0]",(3.647215249056667-3.584520568676236j)
"[0, 0, 0, 1]",(-2.7375103818539284-1.1612442335776132j)
"[1, 0, 1, 0]",(2.8105374226304614+3.0309148365241j)
"[1, 0, 0, 0]",(2.7497719086125922-2.748675626101496j)
"[0, 0, 0, 1]",(-3.1819999420171685-0.5877909859474252j)
"[1, 1, 0, 1]",(0.5259770363523524-1.534794028600669j)
"[1, 0, 1, 0]",(3.192208746630657+2.8723637171043017j)
"[0, 0, 0, 0]",(-3.0589785273304457-2.5184749987115143j)
"[0, 0, 1, 1]",(-3.037647273282936+0.8318111193101464j)
"[1, 1, 1, 1]",(0.8327466500714892+1.1131883627104167j)
"[1, 1, 0, 0]",(1.1967563299741628-3.2650993548921705j)
"[1, 1, 0, 0]",(1.4755927017711707-3.850352865148084j)
"[1, 0, 1, 1]",(3.1703925151112755+0.7369643941091087j)
"[1, 0, 0, 1]",(2.782127536412225-0.4541087990493792j)
"[0, 1, 0, 1]",(-0.8038995651555711-0.8952818080833495j)
"[0, 0, 1, 0]",(-3.193634867854765+3.190500706769289j)
"[0, 1, 0, 0]",(-1.0196373712030442-3.4829785099162796j)
"[0, 0, 0, 1]",(-2.7061354140420475-0.5572008310066267j)
"[1, 0, 0, 1]",(2.946033781416968-0.8813851877210063j)
"[0, 0, 1, 1]",(-2.522862172179767+0.9738220076278199j)
"[1, 1, 1, 0]",(0.7044754558797078+3.0484601655107695j)
"[0, 0, 1, 1]",(-3.008458387469745+1.4952309617678379j)
"[0, 0, 1, 1]",(-3.4260044396388984+1.297016817666834j)
"[1, 1, 1, 1]",(1.8664583931475236+1.1026174284692838j)
"[1, 0, 1, 1]",(3.187901848479906+0.6660332349937444j)
"[1, 0, 0, 0]",(2.774995273674646-3.2633257544874543j)
"[1, 0, 1, 1]",(3.339299700749377+1.0965087126036586j)
"[0, 1, 0, 0]",(-0.9902256460772911-2.6948433476830407j)
"[1, 0, 1, 1]",(3.643565665443511+1.0555852469957425j)
"[1, 0, 1, 1]",(2.990610327831303+0.9959907576309766j)
"[0, 0, 0, 1]",(-2.3741897486301418-0.8024867234812834j)
"[0, 1, 0, 0]",(-0.49489157692364716-2.9589521862254275j)
"[1, 0, 1, 0]",(3.2434620690531752+3.4671400699510286j)
"[0, 0, 1, 0]",(-2.984864046791879+3.6008341295427915j)
"[1, 1, 0, 1]",(0.10605456815507064-1.0530009842573003j)
"[1, 1, 0, 1]",(1.0183400719248183-0.8520579402127145j)
"[0, 0, 1, 0]",(-2.950965990571116+2.8233153290858506j)
"[1, 1, 1, 0]",(1.1013724078011131+2.801975919177236j)
"[1, 0, 0, 0]",(2.679377817938617-2.4695200145590706j)
"[0, 0, 0, 0]",(-3.165613354098559-3.3088667126619464j)
"[0, 1, 1, 1]",(-0.325041235454926+0.7303298030211223j)
"[0, 1, 1, 1]",(-1.5378586694439695+0.7858606998311901j)
"[0, 1, 0, 1]",(-0.44622059408401804-1.9533699577592412j)
"[1, 1, 1, 0]",(0.5777187547165132+3.5349485652611694j)
"[0, 0, 0, 0]",(-2.721403673950419-3.1989478483611125j)
"[0, 1, 1, 0]",(-0.9356747221360966+2.809661247395664j)
"[1, 0, 1, 0]",(4.4641104242065754+3.496986346883091j)
"[1, 1, 0, 0]",(0.9671707789397974-2.448425958806542j)
"[0, 0, 1, 1]",(-2.804271915522025+1.0798533818233258j)
"[0, 1, 1, 1]",(-1.4756048711104912+0.8118817193612874j)
"[0, 0, 0, 1]",(-2.729363247532384-0.8103347462333683j)
"[1, 1, 0, 0]",(0.3311132605389-3.3490588717442593j)
"[0, 0, 0, 0]",(-2.9741625711111355-2.562431249765679j)
"[1, 1, 0, 1]",(1.4226597196187163-1.2462452265437456j)
"[0, 1, 0, 1]",(-1.2537933874197573-1.1817205072790316j)
"[1, 1, 1, 1]",(1.9275214626267239+0.5413710240243073j)
"[0, 1, 0, 0]",(-1.521864611983418-3.454774242211112j)
"[0, 1, 1, 1]",(-1.1878295920689066+2.0195914106200386j)
"[1, 1, 1, 1]",(1.0864433687853066+0.7649824059123995j)
"[0, 0, 0, 1]",(-3.678248387090913-0.635026326062964j)
"[0, 0, 1, 1]",(-2.997115134638979+0.4937291551729095j)
"[0, 1, 0, 0]",(-0.9709883442763005-2.5942227210702975j)
"[0, 1, 1, 1]",(-1.0650332784371277+0.9210305482171951j)
"[1, 1, 1, 1]",(0.3100959219015754+0.9294123714017622j)
"[0, 1, 0, 1]",(-0.6436409051168319-0.1977453102025466j)
"[1, 1, 0, 0]",(0.8369489766480009-2.844314062409311j)
"[0, 1, 0, 1]",(-0.7864628067452994-0.8847860458208688j)
"[0, 1, 0, 1]",(-1.3190384683464804-0.1924806358184462j)
"[0, 1, 1, 1]",(-0.9374317129011371+1.0497734646365846j)
"[1, 0, 0, 0]",(3.006866048640542-3.6179479821267124j)
"[0, 0, 1, 1]",(-3.327321180055753+0.3648452985943518j)
"[1, 0, 1, 0]",(3.6348049811634877+2.7850723136153337j)
"[1, 1, 1, 0]",(1.447108254701668+3.3444704981308395j)
"[1, 0, 1, 0]",(2.9332471987451347+3.3342754597911783j)
"[1, 0, 1, 0]",(3.157859733593093+2.7091431487037627j)
"[0, 1, 0, 1]",(-1.3968531233069896-1.9614750652207174j)
"[1, 0, 0, 1]",(2.8681015632241347-1.0413548349914419j)
"[1, 1, 0, 0]",(0.406191974330837-2.603836101373513j)
"[0, 1, 0, 0]",(-1.2687029150227027-3.039508317329487j)
"[1, 0, 0, 0]",(2.434028484527915-3.1402847619960714j)
"[0, 0, 0, 0]",(-3.2946064732917293-3.334512360762105j)
"[0, 0, 0, 0]",(-2.990817180093641-2.0997862455248177j)
"[1, 0, 1, 1]",(3.1727145538820927+0.8504863624585773j)
"[0, 0, 1, 1]",(-3.059193340388376+0.9520026419842549j)
"[0, 1, 0, 0]",(-1.1341753780473023-2.389605790634716j)
"[1, 0, 0, 1]",(3.2922346455941036-0.8737823168358517j)
"[1, 0, 0, 1]",(2.8599868284494137-1.4528679022567967j)
"[1, 1, 0, 0]",(1.001388208784731-2.6295290645579303j)
"[1, 1, 0, 0]",(0.8337597632595062-4.141429818793696j)
"[1, 0, 1, 1]",(3.9847293915109647+1.1844694357624277j)
"[1, 1, 0, 0]",(1.8083687991696442-2.7025071196644435j)
"[0, 1, 0, 0]",(-0.7263492368852789-2.6232295674534822j)
"[0, 0, 0, 0]",(-2.74784927541661-3.323715618209807j)
"[0, 1, 0, 0]",(-1.559338440561505-3.322421064845976j)
"[1, 1, 1, 0]",(1.4151906508527468+3.6398165196085834j)
"[0, 0, 1, 1]",(-2.703699431733492+1.153400790505959j)
"[1, 1, 1, 0]",(0.9571980085615065+2.4673394905284134j)
"[0, 0, 0, 0]",(-2.6587071785956065-3.280029304063424j)
"[0, 1, 1, 0]",(-1.0685483618967708+2.7935748443608137j)
"[1, 0, 1, 0]",(3.662426758946275+2.7819380748963054j)
"[0, 1, 1, 1]",(-1.0642983315434593+0.9796139344398928j)
"[0, 1, 0, 1]",(-1.0455678145394263-1.3037267654361293j)
"[0, 1, 0, 1]",(-0.7979435030053751-0.3801003985873799j)
"[1, 0, 0, 0]",(2.871844503625096-3.0251975110085145j)
"[1, 1, 0, 1]",(0.859257145999359-0.8232102227073639j)
"[0, 0, 1, 0]",(-2.8508828756342486+2.90317833032173j)
"[0, 0, 1, 1]",(-2.4273195947576642+0.896217500319602j)
"[0, 0, 1, 1]",(-3.401541473492518+1.568217033763505j)
"[1, 0, 1, 0]",(3.3491749386312857+2.183518004200619j)
"[1, 1, 0, 0]",(0.8838761537931771-3.126657894942421j)
"[0, 0, 1, 1]",(-2.451905946834465+0.762857751439973j)
"[0, 1, 1, 1]",(-1.0993806977868674+0.9834815108485764j)
"[1, 0, 1, 1]",(2.3839329337123156+0.8364211746057533j)
"[0, 1, 1, 0]",(-0.9551195139551286+3.501360623684533j)
"[1, 0, 1, 1]",(3.448188366199345+1.0483648029329475j)
"[1, 0, 1, 0]",(2.95954091591711+2.6749896588924575j)
"[1, 1, 1, 1]",(0.9212781468003006+0.32227633403650535j)
"[0, 1, 0, 0]",(-1.288032191833693-3.077846987827489j)
"[1, 1, 1, 0]",(1.9782841238186035+2.9442367439221435j)
"[1, 0, 0, 1]",(2.7688046225760212-0.8559621319235344j)
"[0, 1, 1, 1]",(-1.0901877758890048+0.4477899683537677j)
"[1, 0, 0, 1]",(3.2005103050328634-1.2563635805465738j)
"[1, 1, 1, 1]",(1.5780622309826609+1.060004733097423j)
"[0, 0, 0, 1]",(-3.2309120218345826-0.5589732712953178j)
"[0, 1, 0, 1]",(-0.7680974183541232-0.9183948612077247j)
"[0, 1, 1, 1]",(-1.355686345650211+1.2164442400707303j)
"[0, 0, 1, 1]",(-2.398516454114218+0.9506654711934539j)
"[0, 0, 0, 0]",(-2.5384465148956963-3.053101043373087j)
"[1, 1, 0, 1]",(0.4339862116987633-1.0276725428192477j)
"[1, 1, 1, 1]",(1.4923304306990128+1.174589311087317j)
"[1, 1, 1, 0]",(0.7033310893248299+2.6722034823406533j)
"[1, 1, 0, 0]",(0.4947968736805851-2.2330592520715373j)
"[1, 1, 1, 0]",(1.443877901284525+2.907839592601596j)
"[0, 1, 1, 1]",(-1.769608845108474+1.6385527976011998j)
"[0, 0, 0, 1]",(-3.0396663548045684-1.262434322395241j)
"[1, 0, 1, 1]",(2.471991162563002+0.6113749250253895j)
"[1, 0, 0, 0]",(2.597016454718812-2.9025235930630617j)
"[0, 0, 1, 0]",(-3.5775400811647966+3.108768011383241j)
"[1, 1, 1, 1]",(0.6838672529844637+1.3651911511923345j)
"[1, 1, 0, 0]",(0.1698608847873363-2.070983085784392j)
"[1, 0, 1, 0]",(3.2148158421252324+2.7614080923216364j)
"[0, 1, 0, 1]",(-1.4217414163496167-0.796824380064438j)
"[1, 0, 1, 0]",(2.2543661424399852+3.76861566991976j)
"[1, 1, 0, 1]",(1.0138269065671022-0.8250122089624674j)
"[1, 0, 1, 0]",(2.9493561246053877+3.510151264840126j)
"[0, 0, 1, 1]",(-3.265532885111834+0.9957691555659254j)
"[1, 1, 1, 1]",(1.0254615781289282+1.4146609899069007j)
"[1, 0, 0, 0]",(3.559598135093325-2.9752028502425367j)
"[1, 1, 0, 0]",(0.7341110149002652-2.665193528572329j)
"[1, 0, 1, 0]",(2.096125281393314+3.357006014349664j)
"[1, 0, 1, 0]",(3.591161148928106+2.453287049864436j)
"[1, 1, 0, 1]",(0.8606226402619365-0.7641868278918977j)
"[1, 0, 1, 0]",(3.391006531708728+3.064669528865412j)
"[0, 0, 1, 1]",(-2.7587573690949094+1.1262972736423518j)
"[0, 0, 0, 1]",(-3.47242200128516-0.34793752049120164j)
"[0, 1, 1, 1]",(-1.372088996229206+0.7481604129013173j)
"[1, 0, 0, 1]",(3.203978934426397-0.9993699458125423j)
"[0, 0, 0, 1]",(-2.657401943529714-0.6953739998807278j)
"[1, 0, 1, 1]",(2.9384208013574713+1.3139072893765273j)
"[0, 0, 0, 0]",(-2.8167689185741125-2.7697402564181264j)
"[0, 0, 0, 1]",(-3.1488603428857522-1.3336187659046477j)
"[1, 0, 1, 1]",(2.5233583020598487+1.611085697977956j)
"[1, 0, 1, 1]",(2.6663886351975816+1.0085851831589079j)
"[0, 0, 1, 0]",(-2.8441283052328035+2.6708068950252493j)
"[1, 1, 1, 1]",(1.0780186016811286+1.4594612744886957j)
"[0, 1, 1, 1]",(-1.560253290294173+0.843858114260664j)
"[0, 1, 0, 1]",(-0.8044209923097705-1.078609730454208j)
"[1, 1, 0, 1]",(0.46875790187029687-0.6929093447011085j)
"[1, 0, 1, 1]",(3.431581179740948+0.8748426068330185j)
"[0, 1, 0, 1]",(-0.5399124340899407-0.647839515132604j)
"[0, 1, 1, 1]",(-0.9859239408979492+1.007313018787425j)
"[1, 1, 1, 0]",(0.025293826235977646+3.0770808448617304j)
"[0, 0, 0, 0]",(-2.694924840498982-3.105555270531178j)
"[1, 0, 0, 0]",(2.8847019379460144-2.9542077660874004j)
"[0, 0, 0, 1]",(-3.195259434583345-1.1562540164680197j)
"[0, 1, 1, 0]",(-1.9495845087921495+3.2258641369922416j)
"[1, 1, 1, 1]",(1.2009452021444371+0.5454105101816584j)
"[0, 1, 0, 0]",(-0.3202299618126546-3.280390283888999j)
"[1, 1, 0, 1]",(1.1745097196124814-1.2294302878819603j)
"[0, 0, 0, 0]",(-2.6660939640845767-3.1397940944809233j)
"[0, 0, 0, 0]",(-2.9493863179254105-3.1345491861291443j)
"[1, 0, 0, 1]",(3.5332128886077157-1.0735152180401384j)
"[1, 0, 0, 0]",(3.4857507533253953-2.789401307129726j)
"[0, 1, 1, 0]",(-0.632877810121466+3.169106195729606j)
"[1, 1, 0, 0]",(0.6264527308816262-3.0103491883602507j)
"[1, 0, 0, 1]",(2.778615549954831-1.3149869814289357j)
"[0, 0, 0, 1]",(-3.2453185765430805-0.6473481701024302j)
"[1, 0, 1, 0]",(2.653372455900616+3.0882794088499153j)
"[0, 0, 0, 1]",(-2.7943301923355754-1.1704705700065983j)
"[1, 0, 1, 0]",(3.091868600844417+2.8548099946708034j)
"[0, 0, 0, 1]",(-3.7613852856934953-1.4213911866706563j)
"[0, 0, 0, 1]",(-3.0290150146488375-1.4960406538011854j)
"[0, 1, 0, 1]",(-0.4362678323293653-0.8359565297062805j)
"[0, 1, 0, 0]",(-0.9349484779891475-2.987137429688969j)
"[1, 1, 0, 0]",(1.0062661263087362-3.0368039651649266j)
"[1, 1, 0, 0]",(0.656380408152966-2.6377626181932596j)
"[1, 0, 0, 0]",(3.3276516237392357-2.855067728704577j)
"[1, 1, 0, 0]",(0.6565908523397612-3.0828140398569217j)
"[0, 0, 0, 1]",(-3.0817886919049546-1.1271629250610933j)
"[0, 1, 0, 1]",(-1.2169570181597054-1.3539615201270065j)
"[1, 0, 1, 1]",(3.0641888008521643+0.7429271442432288j)
"[0, 1, 0, 0]",(-1.3065824544595568-3.2928962429922257j)
"[1, 1, 1, 1]",(0.796755511405691+0.8648717047122059j)
"[0, 0, 1, 1]",(-2.9956159696129605+1.0214670732696949j)
"[0, 0, 1, 1]",(-2.8696363791139317+0.7626410385956638j)
"[1, 0, 0, 0]",(3.062611506170101-3.1670300473111586j)
"[0, 1, 1, 1]",(-1.4264383593989527+0.3227598676598544j)
"[0, 1, 0, 1]",(-0.9703957858511575-1.193432438543728j)
"[0, 0, 1, 0]",(-3.6570995806182833+3.160689152462917j)
"[0, 1, 1, 1]",(-0.7625790848641383+1.3289434136484757j)
"[0, 1, 0, 0]",(-1.2500000836196097-2.8303372051849536j)
"[1, 1, 1, 0]",(1.1079102438528405+2.9058866713877802j)
"[0, 0, 0, 1]",(-2.5025905458787-1.3406941986294536j)
"[0, 0, 0, 1]",(-3.3021676627855814-1.1762043584938229j)
"[1, 1, 0, 1]",(0.916460781598876-1.3680769944141125j)
"[0, 0, 1, 0]",(-2.9414866000040742+2.348104484036827j)
"[1, 0, 0, 1]",(2.8369833482691575-0.7382591290483456j)
"[1, 0, 1, 0]",(2.9271241118972373+2.548886415431956j)
"[1, 0, 0, 1]",(3.9211905738473396-0.8630140068532983j)
"[1, 0, 1, 1]",(3.33121903625616+1.4268320419507243j)
"[0, 0, 0, 1]",(-3.379566012980355-0.9467795493542271j)
"[1, 0, 0, 1]",(3.0655434517497278-0.8936520783375931j)
"[1, 0, 1, 1]",(2.620493172188489+1.502340099631117j)
"[1, 0, 1, 1]",(3.0073431984220047+0.6259581093652178j)
"[1, 1, 0, 1]",(1.327234370282016-0.46483817328468113j)
"[0, 0, 1, 1]",(-3.1118148422433505+0.5058890704699286j)
"[1, 1, 0, 0]",(0.9220477748375291-3.4175539012916616j)
"[0, 1, 0, 1]",(-0.16907627603879594-1.8360043152419867j)
"[0, 1, 1, 0]",(-1.0121826145575685+2.952575554505313j)
"[0, 0, 0, 0]",(-3.109177871940531-2.564603949964704j)
"[0, 0, 0, 1]",(-2.953139043938852-0.7281439499259136j)
"[1, 0, 1, 0]",(2.8678311237060266+2.813853647053652j)
"[0, 0, 0, 0]",(-3.0847971374463343-3.183038641589659j)
"[1, 1, 1, 0]",(0.5498344911706233+3.267769428072423j)
"[1, 0, 1, 0]",(2.96687691860051+3.270806616983544j)
"[0, 1, 0, 0]",(-0.5507495478387299-3.063686522107102j)
"[0, 1, 0, 1]",(-0.9492302073920056-0.9296127339077634j)
"[0, 1, 1, 1]",(-0.8582025533026177+1.0434463105889165j)
"[0, 0, 1, 1]",(-2.881229531940753+1.4984566342525127j)
"[0, 0, 0, 1]",(-2.7495783878818-1.3087380830402584j)
"[0, 0, 0, 1]",(-2.850925354648911-0.6508522490499451j)
"[1, 0, 1, 1]",(3.2431705081268967+1.2385050344093185j)
"[1, 0, 1, 0]",(2.433334700555937+3.4236901767721886j)
"[1, 0, 1, 0]",(2.2942724789380065+2.6659175334437557j)
"[0, 1, 1, 1]",(-1.4375039288550095+0.9656874630316167j)
"[0, 1, 0, 1]",(-1.2996426215659296-1.5721991578457004j)
"[1, 1, 0, 0]",(1.2488568050564868-3.458524438616621j)
"[0, 0, 1, 1]",(-3.36599922292159+1.0248952441694117j)
"[1, 0, 0, 0]",(2.3130654825344665-2.415033058232269j)
"[1, 0, 1, 1]",(2.5482775775907527+1.1498023388562106j)
"[0, 1, 1, 1]",(-0.4074487118525032+1.4736201238964117j)
"[0, 0, 1, 0]",(-3.3713452932599615+2.6514169469065028j)
"[0, 1, 0, 1]",(-0.9975385317840149-1.0651860035286491j)
"[1, 1, 0, 1]",(1.868108921525398-1.392401575926569j)
"[0, 0, 1, 1]",(-3.032245942672498+1.1858087324878877j)
"[1, 1, 0, 1]",(0.7460861217203651-0.769366444250321j)
"[0, 0, 1, 1]",(-3.0677347979284444+0.8959785775172047j)
"[0, 0, 1, 0]",(-3.07627672695192+2.982212006309474j)
"[1, 1, 0, 1]",(0.9113521942741797-1.5125728345164349j)
"[1, 1, 1, 0]",(0.8808313115950953+3.015470165692953j)
"[1, 0, 1, 0]",(2.136484562468946+2.7654721382344083j)
"[1, 1, 0, 1]",(0.7558946569457068-0.5651247209254038j)
"[1, 1, 0, 1]",(-0.012559493005942945-1.1051224073880548j)
"[0, 1, 0, 1]",(-1.5174144576649886-1.0552159149263969j)
"[0, 1, 1, 1]",(-1.0181933319239704+2.321857297933472j)
"[1, 1, 0, 1]",(0.6734799274468657-0.8677128326936624j)
"[0, 0, 0, 0]",(-3.362665339971678-3.3621174678875265j)
"[1, 0, 1, 0]",(2.5821197954213106+2.9414387102163917j)
"[1, 0, 0, 1]",(2.783526662776435-0.70691295050021j)
"[0, 1, 1, 0]",(-1.2376395711083465+3.1500476700038402j)
"[1, 1, 1, 1]",(1.4913340934423798+0.7619888335977626j)
"[1, 1, 0, 1]",(0.937085359352044-0.6764998271352345j)
"[0, 0, 0, 0]",(-3.015879715783583-3.2743374872035442j)
"[1, 1, 0, 0]",(1.2441319675866758-2.76664872583255j)
"[0, 1, 1, 0]",(-0.9785239066438107+3.13633109269087j)
"[1, 0, 0, 0]",(3.2258179450836315-3.0811730206173515j)
"[1, 0, 1, 1]",(3.6887650679942237+0.9045108217609061j)
"[1, 0, 1, 0]",(2.6889606756247133+2.6479158563636593j)
"[0, 0, 0, 1]",(-2.2792427085441918-0.7474598436400485j)
"[1, 0, 0, 1]",(2.726115760260029-0.7632619590869838j)
"[1, 1, 1, 0]",(1.8921796084669174+3.017720954634888j)
"[0, 0, 0, 0]",(-3.01897775395109-3.0618754823196537j)
"[0, 0, 0, 1]",(-3.0986710005420965-0.6988369477135103j)
"[0, 1, 1, 1]",(-0.8673403846029168+1.0363219873490694j)
"[1, 1, 0, 0]",(1.405988600098208-2.319840738263836j)
"[1, 1, 0, 0]",(1.603796193773265-3.3970239372293523j)
"[1, 0, 1, 1]",(2.5604667257969997-0.14788968043119755j)
"[1, 1, 0, 0]",(1.1747488375307407-3.093599555893906j)
"[0, 1, 1, 1]",(-0.8495813130820535+0.8109112757696377j)
"[0, 1, 1, 0]",(-0.8833005034941472+2.7955378083012135j)
"[0, 1, 0, 0]",(-0.9774711994121034-2.3334094178737512j)
"[0, 0, 0, 1]",(-3.002776766896273-0.2923613863042398j)
"[0, 0, 1, 1]",(-2.730652414448441+0.8903909546228922j)
"[0, 0, 1, 1]",(-2.913022113142329+1.539157357082888j)
"[0, 1, 1, 0]",(-1.1194583339884492+1.9953914333790108j)
"[1, 1, 0, 1]",(0.6296335519788682-0.5896524445644215j)
"[1, 0, 0, 0]",(2.6656540394673853-3.2979205581772835j)
"[0, 0, 0, 1]",(-3.162498754368623-1.0073035239229136j)
"[0, 1, 1, 0]",(-1.4994541039882605+2.8624533850146188j)
"[0, 1, 0, 0]",(-1.1661597698937654-3.166942246820865j)
"[1, 1, 1, 1]",(0.7880123261608646+1.1993222727744481j)
"[0, 1, 1, 1]",(-0.7066252056747591+0.44043501852675093j)
"[1, 1, 1, 1]",(0.9200182488125097+1.1658841245945906j)
"[1, 1, 1, 0]",(1.0922282462933346+2.8017673820503712j)
"[0, 1, 0, 0]",(-0.4892378623627728-3.190669147511963j)
"[0, 0, 1, 0]",(-3.4480598618477725+3.234048590466937j)
"[0, 1, 1, 0]",(-1.236319028148821+3.797709329289864j)
"[0, 1, 0, 1]",(-1.0525064255723366-1.2937129839642558j)
"[0, 0, 1, 1]",(-2.7287500175753134+0.01484871749231198j)
"[0, 0, 1, 1]",(-2.6336818964322792+0.9803572811008562j)
"[0, 0, 1, 0]",(-3.3381590291198933+2.4856235508382243j)
"[1, 0, 0, 0]",(3.1427973150415327-2.4733094767050323j)
"[1, 0, 1, 0]",(3.109994835905459+3.0640045630147195j)
"[1, 0, 0, 1]",(2.794787631835962-1.1613289465959717j)
"[1, 0, 1, 1]",(3.511788761674832+0.6074341272318571j)
"[0, 1, 1, 0]",(-0.9746421258199017+2.913920180005736j)
"[0, 0, 1, 0]",(-3.0097765019342013+3.9801107601755388j)
"[1, 1, 0, 1]",(0.48269970551159713-0.5088791809319895j)
"[0, 0, 1, 0]",(-2.53505014333551+3.440179534774024j)
"[1, 1, 0, 0]",(0.8095778984871845-3.1532141620748226j)
"[1, 1, 1, 0]",(0.5544241955090943+3.1505249490442724j)
"[0, 0, 1, 0]",(-2.60157770998417+2.3458462545939813j)
"[1, 1, 1, 1]",(-0.09251030702141216+1.242092669378064j)
"[1, 1, 0, 0]",(0.68955510286224-2.97049618974426j)
"[0, 1, 1, 1]",(-0.9935958083663853+1.1021323339905709j)
"[1, 0, 1, 0]",(2.8220825155417213+2.840299037539484j)
"[1, 0, 1, 1]",(3.2199390627376023+0.49582964231764326j)
"[0, 1, 0, 0]",(-0.5938313486910707-2.8809884253723492j)
"[0, 0, 0, 0]",(-3.460595598983687-3.1835238141067883j)
"[1, 0, 1, 1]",(3.2007280086380803+1.1686535683390191j)
"[0, 0, 1, 0]",(-2.968690985542451+3.165717147634806j)
"[1, 0, 1, 1]",(3.608576734124637+0.3902856264986342j)
"[0, 0, 0, 1]",(-2.9515291313492975-0.6505266700528455j)
"[0, 0, 1, 1]",(-2.837538686873371+0.6495215709805476j)
"[1, 0, 1, 1]",(3.5902503283147498+0.5633766684371682j)
"[1, 0, 0, 1]",(2.898694746416358-0.5281902167919481j)
"[1, 1, 1, 1]",(1.4116388689515875-0.0006024138593248018j)
"[0, 1, 1, 0]",(-0.8748229066622413+2.7494480437681874j)
"[0, 1, 0, 0]",(-0.9683498786463681-3.343437803686065j)
"[0, 0, 0, 1]",(-2.9872628780112986-1.0841711086815198j)
"[1, 0, 1, 1]",(3.1332175952391847+0.7623105194676094j)
"[0, 1, 0, 1]",(-1.6025270717964122-0.9010757821078952j)
"[0, 1, 0, 1]",(-1.4013096662259126-1.0346479105946818j)
"[1, 1, 0, 1]",(1.5877053947307864-1.1889435212319024j)
"[0, 1, 1, 1]",(-1.1222184277909886+1.0644425724610376j)
"[0, 0, 1, 0]",(-2.4591612461679695+2.9418954777370967j)
"[0, 1, 1, 1]",(-1.2230391261035825+1.0132277170483681j)
"[0, 1, 0, 1]",(-0.8750484604794919-0.3223732939636025j)
"[0, 0, 0, 0]",(-2.8868271670728918-3.256305282241103j)
"[1, 0, 0, 1]",(2.8552005670498994-1.428573240031252j)
"[1, 0, 0, 1]",(2.5705973954976793-1.9334490014143104j)
"[0, 1, 0, 0]",(-0.9358757239610407-3.194066338181648j)
"[0, 1, 0, 0]",(-0.9114746357703292-2.6765034488597657j)
"[1, 1, 1, 1]",(1.415038075303137+1.1680437464524318j)
"[0, 1, 1, 1]",(-0.47659384802179294+1.0731338060028865j)
"[0, 0, 1, 1]",(-2.8385485803410315+0.5845983090265732j)
"[0, 1, 1, 1]",(-0.8104818834864493+0.7217008416376166j)
"[0, 0, 1, 1]",(-3.219890874376485+0.86150582619057j)
"[0, 1, 1, 1]",(-0.5416695413005954+0.7804204636615036j)
